,0
0,0.029971469193696976
1,0.03271269053220749
2,0.04116303101181984
3,0.05656617134809494
4,0.04085683077573776
5,0.009596478193998337
6,0.021577375009655952
7,0.019032515585422516
8,0.012243084609508514
9,0.009187843650579453
10,0.012740042060613632
11,0.020914744585752487
12,0.029645822942256927
13,0.011604981496930122
14,0.013380138203501701
15,0.0176368597894907
16,0.013995042070746422
17,0.008886398747563362
18,0.004928275942802429
19,0.0039058695547282696
20,0.004816202446818352
21,0.006274519022554159
22,0.0066240085288882256
23,0.005800616927444935
24,0.0037200881633907557
25,0.0038232076913118362
26,0.005627475678920746
27,0.005981066729873419
28,0.005154861602932215
29,0.003883505007252097
30,0.0027638839092105627
31,0.002521103946492076
32,0.003229124704375863
33,0.004023006651550531
34,0.00404428830370307
35,0.0037884190678596497
36,0.0037134913727641106
37,0.0026000733487308025
38,0.0029795339796692133
39,0.0033939608838409185
40,0.0025023899506777525
41,0.002429686486721039
42,0.00298531586304307
43,0.0023726942017674446
44,0.003794752061367035
45,0.003393550869077444
46,0.0029195176903158426
47,0.0032421357464045286
48,0.0035005896352231503
49,0.0032446167897433043
50,0.003937820438295603
51,0.0029471239540725946
52,0.004112625028938055
53,0.002921462757512927
54,0.0024789217859506607
55,0.0034866491332650185
56,0.0040872544050216675
57,0.004634586162865162
58,0.006055792793631554
59,0.00406262744218111
60,0.004800866357982159
61,0.004887809976935387
62,0.006507787853479385
63,0.00701164361089468
64,0.004413760267198086
65,0.009188484400510788
66,0.006401740480214357
67,0.008821133524179459
68,0.010057143867015839
69,0.007206127047538757
70,0.009644466452300549
71,0.013412403874099255
72,0.012457585893571377
73,0.020220817998051643
74,0.018087808042764664
75,0.019672691822052002
76,0.018550783395767212
77,0.020015008747577667
78,0.014057835564017296
79,0.019922195002436638
80,0.01573958247900009
81,0.014411596581339836
82,0.01544058695435524
83,0.00959221925586462
84,0.018152419477701187
85,0.007060810923576355
86,0.012867444194853306
87,0.01854625716805458
88,0.015080434270203114
89,0.010549668222665787
90,0.02013697661459446
91,0.014396484941244125
92,0.009657276794314384
93,0.011388369835913181
94,0.014128655195236206
95,0.015397506766021252
96,0.018339429050683975
97,0.023758254945278168
98,0.021955519914627075
99,0.02404075674712658
100,0.017548993229866028
101,0.027908839285373688
102,0.02082187682390213
103,0.021345579996705055
104,0.023465776816010475
105,0.028423255309462547
106,0.016223404556512833
107,0.022113103419542313
108,0.020617933943867683
109,0.02497860975563526
110,0.011647571809589863
111,0.02336970902979374
112,0.02212931215763092
113,0.025049012154340744
114,0.028966164216399193
115,0.022088095545768738
116,0.02039523422718048
117,0.02476087212562561
118,0.02559705451130867
119,0.028527170419692993
120,0.02804451249539852
121,0.02126098982989788
122,0.029095249250531197
123,0.019149966537952423
124,0.029621049761772156
125,0.025277752429246902
126,0.03146877884864807
127,0.02554556168615818
128,0.02332381159067154
129,0.015414626337587833
130,0.028194379061460495
131,0.015993939712643623
132,0.03341780602931976
133,0.028763242065906525
134,0.033506035804748535
135,0.033310964703559875
136,0.022939085960388184
137,0.03061165288090706
138,0.028152059763669968
139,0.01526942290365696
140,0.030812572687864304
141,0.02300344407558441
142,0.03907950967550278
143,0.03921179473400116
144,0.01583750545978546
145,0.023485198616981506
146,0.032240018248558044
147,0.0300582367926836
148,0.011223234236240387
149,0.03557392954826355
150,0.02984192594885826
151,0.035429447889328
152,0.027290357276797295
153,0.03057129867374897
154,0.0302165187895298
155,0.03853020817041397
156,0.02480473183095455
157,0.013697387650609016
158,0.030268970876932144
159,0.03883417695760727
160,0.02756151184439659
161,0.024710331112146378
162,0.03316190466284752
163,0.016617149114608765
164,0.04174458980560303
165,0.016818998381495476
166,0.019438914954662323
167,0.02263641357421875
168,0.036592282354831696
169,0.028208617120981216
170,0.028014659881591797
171,0.0394798144698143
172,0.03677018731832504
173,0.03106905147433281
174,0.04260994866490364
175,0.031348757445812225
176,0.025674542412161827
177,0.037059858441352844
178,0.02276013419032097
179,0.03720470145344734
180,0.02862720750272274
181,0.03737837076187134
182,0.037429168820381165
183,0.04043441638350487
184,0.043455783277750015
185,0.028970997780561447
186,0.028941798955202103
187,0.01736992970108986
188,0.03195419907569885
189,0.026090947911143303
190,0.037901848554611206
191,0.0438559427857399
192,0.04387811943888664
193,0.03215477615594864
194,0.032189492136240005
195,0.04108191281557083
196,0.020675141364336014
197,0.03537172079086304
198,0.035348858684301376
199,0.03242044150829315
200,0.01487512793391943
201,0.026735860854387283
202,0.012036514468491077
203,0.02968411333858967
204,0.03862139210104942
205,0.02385620027780533
206,0.03574743866920471
207,0.03273273631930351
208,0.017852868884801865
209,0.04187152534723282
210,0.029936302453279495
211,0.035895936191082
212,0.03613898530602455
213,0.02710934728384018
214,0.033019401133060455
215,0.045127350836992264
216,0.030039897188544273
217,0.04218848794698715
218,0.024223599582910538
219,0.03016238659620285
220,0.0453818142414093
221,0.036278948187828064
222,0.03631408512592316
223,0.021221157163381577
224,0.039416491985321045
225,0.033390648663043976
226,0.033443957567214966
227,0.02438744157552719
228,0.03648344799876213
229,0.027374589815735817
230,0.018421931192278862
231,0.03659731149673462
232,0.03359962999820709
233,0.02759181708097458
234,0.0397917777299881
235,0.018531832844018936
236,0.033780865371227264
237,0.03370971232652664
238,0.03076045587658882
239,0.04607987776398659
240,0.027616746723651886
241,0.04614822566509247
242,0.024638187140226364
243,0.040010709315538406
244,0.021458368748426437
245,0.021610166877508163
246,0.0400870218873024
247,0.03403165191411972
248,0.04635915160179138
249,0.012400549836456776
250,0.02473740465939045
251,0.04644997417926788
252,0.034017741680145264
253,0.03416135907173157
254,0.040294747799634933
255,0.031029637902975082
256,0.03726832568645477
257,0.034181252121925354
258,0.0404142327606678
259,0.024787914007902145
260,0.015495536848902702
261,0.04677065834403038
262,0.021790815517306328
263,0.04368647560477257
264,0.03745280206203461
265,0.01873769238591194
266,0.03137875348329544
267,0.03441767394542694
268,0.03141011297702789
269,0.047034334391355515
270,0.018776487559080124
271,0.04074995964765549
272,0.025109119713306427
273,0.03774275630712509
274,0.03454560041427612
275,0.03145552799105644
276,0.034640129655599594
277,0.03463268652558327
278,0.031524620950222015
279,0.044214412569999695
280,0.02536167949438095
281,0.028548864647746086
282,0.04116895794868469
283,0.01897028461098671
284,0.035050053149461746
285,0.038137469440698624
286,0.04448361322283745
287,0.03173430263996124
288,0.04778670519590378
289,0.03180238977074623
290,0.031860873103141785
291,0.035065729171037674
292,0.015961864963173866
293,0.03199506178498268
294,0.019301701337099075
295,0.03202490881085396
296,0.04169362783432007
297,0.048175565898418427
298,0.02893555536866188
299,0.038652025163173676
300,0.035309143364429474
301,0.028918035328388214
302,0.02899256721138954
303,0.025867216289043427
304,0.025746602565050125
305,0.038678593933582306
306,0.038718096911907196
307,0.01623179018497467
308,0.035478074103593826
309,0.016359129920601845
310,0.016273831948637962
311,0.029015429317951202
312,0.04533090442419052
313,0.032577067613601685
314,0.02260059490799904
315,0.029344681650400162
316,0.025911372154951096
317,0.03903530538082123
318,0.03249915689229965
319,0.016262061893939972
320,0.01628216728568077
321,0.035852596163749695
322,0.035935573279857635
323,0.02287932299077511
324,0.048933520913124084
325,0.029389072209596634
326,0.019506467506289482
327,0.04576921463012695
328,0.04247231408953667
329,0.019572682678699493
330,0.04254714399576187
331,0.03272376209497452
332,0.032745376229286194
333,0.023075100034475327
334,0.01980644091963768
335,0.0492328405380249
336,0.019585419446229935
337,0.03939344361424446
338,0.029508773237466812
339,0.026074349880218506
340,0.016579171642661095
341,0.0329425111413002
342,0.029667124152183533
343,0.03629923611879349
344,0.03966348618268967
345,0.033212266862392426
346,0.04289771616458893
347,0.022882450371980667
348,0.033290229737758636
349,0.04961360991001129
350,0.042944833636283875
351,0.04630085825920105
352,0.029985470697283745
353,0.04307375103235245
354,0.036274880170822144
355,0.03305715695023537
356,0.03330104798078537
357,0.02656673640012741
358,0.036882318556308746
359,0.03657231852412224
360,0.033374834805727005
361,0.03002893552184105
362,0.033357180655002594
363,0.0500163808465004
364,0.03032008185982704
365,0.04677891358733177
366,0.03339294716715813
367,0.026746902614831924
368,0.02354610711336136
369,0.03666242957115173
370,0.036706358194351196
371,0.030351869761943817
372,0.0401003435254097
373,0.033344119787216187
374,0.023407261818647385
375,0.026730172336101532
376,0.05040109530091286
377,0.03044896200299263
378,0.03035409189760685
379,0.03351635858416557
380,0.02655516006052494
381,0.0303431935608387
382,0.030046505853533745
383,0.054007530212402344
384,0.033507514744997025
385,0.03700850158929825
386,0.027039598673582077
387,0.030488889664411545
388,0.03396543860435486
389,0.027111738920211792
390,0.03387162461876869
391,0.04424108564853668
392,0.04753132909536362
393,0.017137451097369194
394,0.04759954288601875
395,0.03375959396362305
396,0.04438881576061249
397,0.02376609854400158
398,0.03394171595573425
399,0.020142938941717148
400,0.03409535810351372
401,0.023827707394957542
402,0.027071809396147728
403,0.030630599707365036
404,0.04439103975892067
405,0.024180375039577484
406,0.044500019401311874
407,0.027268268167972565
408,0.04121376574039459
409,0.03402720019221306
410,0.041104625910520554
411,0.03112858161330223
412,0.030766543000936508
413,0.0480215884745121
414,0.04805624112486839
415,0.0238264761865139
416,0.03787149861454964
417,0.03775365650653839
418,0.037918560206890106
419,0.027477731928229332
420,0.02796538919210434
421,0.048409003764390945
422,0.04482388123869896
423,0.03815193846821785
424,0.034687839448451996
425,0.041531503200531006
426,0.04154639318585396
427,0.03446017578244209
428,0.031384363770484924
429,0.045186612755060196
430,0.028444740921258926
431,0.048749975860118866
432,0.030890345573425293
433,0.048837706446647644
434,0.03486007824540138
435,0.016913294792175293
436,0.04894295707345009
437,0.042075157165527344
438,0.042500000447034836
439,0.04888847470283508
440,0.045409008860588074
441,0.028361912816762924
442,0.0345408096909523
443,0.05266060680150986
444,0.03510909527540207
445,0.02864890918135643
446,0.02405497431755066
447,0.046058833599090576
448,0.046104177832603455
449,0.03832770884037018
450,0.03189671412110329
451,0.05300397425889969
452,0.03187422454357147
453,0.04239888861775398
454,0.032042838633060455
455,0.035065874457359314
456,0.02141401171684265
457,0.04635286331176758
458,0.03568985313177109
459,0.021031461656093597
460,0.049771539866924286
461,0.03883633762598038
462,0.038649044930934906
463,0.03539218753576279
464,0.03207778185606003
465,0.035400450229644775
466,0.028327027335762978
467,0.03168106824159622
468,0.035899270325899124
469,0.03173462301492691
470,0.02899830788373947
471,0.028606142848730087
472,0.03221169486641884
473,0.021856989711523056
474,0.04994301497936249
475,0.04650236666202545
476,0.014727260917425156
477,0.03637155890464783
478,0.020971691235899925
479,0.022266007959842682
480,0.03952992707490921
481,0.04304990544915199
482,0.04308074712753296
483,0.05044450983405113
484,0.043128013610839844
485,0.035736747086048126
486,0.04690563678741455
487,0.04682956635951996
488,0.02165887877345085
489,0.01777821034193039
490,0.04730580747127533
491,0.03290325775742531
492,0.03996746987104416
493,0.04337161034345627
494,0.04714762419462204
495,0.029043756425380707
496,0.03622404858469963
497,0.03303349018096924
498,0.0471528023481369
